"Wishlist ""%s"" was successfully saved","Schowek ""%s"" został pomyślnie zapisany"
"Wishlist Info","Informacje o schowku"
"Wishlist Items","Elementy schowka"
"Wishlist Name","Nazwa schowka"
"Wishlist Owner Email Search","Wyszukiwanie według adresów e-mail właścicieli schowków"
"Wishlist Owner Name Search","Wyszukiwanie według imion właścicieli schowków"
"Wishlist Search","Wyszukiwanie schowka"
"Wishlist Search Description","Opis wyszukiwania schowka"
"Wishlist Search Template","Domyślny szablon wyszukiwania"
"Wishlist Status","Status schowka"
"Wishlist name","Nazwa schowka"
"Wishlist:","Schowek:"
"You are about to delete your wish list.\nThis action cannot be undone.\nDo you want to proceed?","Masz zamiar usunąć twój schowek. \nTej akcji nie można cofnąć. \nCzy chcesz kontynuować?"
"You must select items to add to cart","Należy dodać produkty do koszyka"
"Your search returned no results.","Brak wyników wyszukiwania."
