"Please enter the ""%s"".","Wpisz ""%s""."
"Please enter the first name.","Wpisz imię."
"Please enter the last name.","Wpisz nazwisko."
"Please enter the message.","Wpisz wiadomość."
"Please enter the title.","Wpisz tytuł."
"Please enter valid email addresses, separated by comma.","Wprowadź ważny adresy e-mail, oddzielone przecinkami."
"Please input a recipient name.","Wpisz nazwę odbiorcy."
"Please input a valid email address.","Wpisz poprawny adres e-mail."
"Please input a valid recipient email address.","Wpisz ważny adres e-mail odbiorcy."
"Please input a valid sender email address.","Wpisz ważny adres e-mail nadawcy."
"Please select gift registry type","Wybierz typ rejestru prezentów"
"Please select region, state or province","Wybierz województwo"
"Please specify at least one email.","Podaj co najmniej jeden adres e-mail."
"Please specify correct search options.","Określ prawidłowe opcje wyszukiwania."
"Please specify gift registry ID.","Podaj ID rejestru prezentów."
"Please specify the quantity of items that you want to add to cart.","Podaj ilość produktów, które chcesz dodać do koszyka."
"Please use different input type for this code.","Użyj innego typu danych dla tego kodu."
"Please wait, loading...","Prosimy czekać, trwa ładowanie..."
"Price","Cena"
"Privacy Settings","Ustawienia prywatności"
"Private","Prywatny"
"Product","Produkt"
"Product ID","ID produktu"
"Product Name","Nazwa produktu"
"Product SKU","SKU produktu"
"Public","Publiczny"
"Qty","Ilość"
"Qty Fulfilled","Spełnione ilości"
"Qty:","Ilość:"
"Quantity","Ilość"
"Quick Search Form Types","Typ formularza szybkiego wyszukiwania"
"RSS Feed","Kanał RSS"
"Recipient","Odbiorca"
"Recipient Email","E-mail odbiorcy"
"Recipient Email Search","Wyszukiwanie adresu e-mail odbiorcy"
"Recipient Name Search","Wyszukiwanie nazwy odbiorcy"
"Recipient:","Odbiorca:"
"Recipients","Odbiorcy"
"Recipients Information","Informacja o odbiorcach"
"Registry owner","Właściciel rejestru"
"Remaining","Pozostałe"
"Remaining Quantity","Pozostała ilość"
"Remove","Usuń"
"Remove Email","Usuń e-mail"
"Remove Item","Usuń produkt"
"Remove item","Usuń produkt"
"Requested","Wymagany"
"Requested Quantity","Wymagana ilosć"
"Role","Rola"
"Save","Zapisz"
"Save and Continue Edit","Zapisz i kontynuuj edycję"
"Search","Szukaj"
"Search By","Szukaj według"
"Search Options","Opcje wyszukiwania"
"Search Results","Wyniki wyszukiwania"
"Select","Wybierz"
"Select Search Type","Wybierz typ wyszukiwania"
"Select a shipping address from your address book or enter a new address.","Wybierz adres dostawy z książki adresowej lub wpisz nowy adres."
"Send From","Wysłane od"
"Sender data can\'t be empty.","Sender data can\'t be empty."
"Sender:","Nadawca:"
"Share","Udostępnij"
"Share '%s' Gift Registry","Share '%s' Gift Registry"
"Share Gift Registry","Share Gift Registry"
"Share Wishlist","Udostępnij schowek"
"Sharing Information","Sharing Information"
"Ship to recipient's address.","Ship to recipient's address."
"Ship to recipient\'s address","Ship to recipient\'s address"
"Shipping Address","Shipping Address"
"Shopping Cart Items","Produkty w koszyku"
"Shopping cart items have been added to gift registry.","Shopping cart items have been added to gift registry."
"Short","Short"
"Show Region","Show Region"
"Sort Order","Kolejność sortowania"
"State/Province","Województwo"
"Static Types","Static Types"
"Status","Status"
"Street Address","Adres pocztowy"
"Street Address %s","Adres pocztowy %s"
"Telephone","Telefon"
"Text","Text"
"The gift registry entity has been deleted.","The gift registry entity has been deleted."
"The gift registry has been shared for %d emails.","The gift registry has been shared for %d emails."
"The gift registry items have been updated.","The gift registry items have been updated."
"The gift registry type has been deleted.","The gift registry type has been deleted."
"The gift registry type has been saved.","The gift registry type has been saved."
"There are no created gift registries yet.","There are no created gift registries yet."
"There is no active gift registries.","There is no active gift registries."
"This product(s) is currently out of stock.","Ten produkt jest obecnie niedostępny."
"To","Do"
"To make search results narrower, specify gift registry type prior to searching. By default, all registry types are searched.","Aby ograniczyć wyniki wyszukiwania, najpierw określ typ rejestru. Domyślnie wyszukiwanie odbywa się dla wszystkich typów."
"Total","Łącznie"
"Total Fulfilled Quantity","Łącznie spełniona ilość"
"Total Items","Łącznie elementów"
"Type","Typ"
"Type Specific Options","Specyficzne opcje typu"
"Unit Price","Cena jednostkowa"
"Update Gift Registry","Aktualizuj rejestr prezentów"
"Update Items and Qty\'s","Aktualizuj produkty i ilości"
"Update Qty","Aktualizuj ilosć"
"Update Wishlist","Aktualizuj schowek"
"Use Default Value","Użyj wartości domyślnej"
"Use gift registry shipping address","Użyj adresu dostawy z rejestru prezentów"
"View","Zobacz"
"View Gift Registry %s","Wyświetl rejestr prezentów %s"
"Virtual, Downloadable, and virtual Gift Card products cannot be added to gift registries.","Produktów wirtualnych, do pobrania i wirtualnych kart podarunkowych nie można dodać do listy prezentów."
"Website","Witryna"
"Wishlist item have been added to gift registry.","Elementy ze schowka zostały dodane do rejestru prezentów."
"Wrong gift registry ID specified.","Elementy ze schowka zostały dodane do listy prezentów."
"Wrong gift registry entity requested.","Podano błędny rejestr prezentów."
"Wrong gift registry item ID specified.","Podano błędny rejestr prezentów."
"Wrong gift registry item quantity specified.","Podano błędną ilość produktów na liście prezentów."
"Wrong gift registry type requested.","Podano błędny typ rejestru prezentów."
"Yes","Tak"
"You have no items in your wishlist.","Nie masz żadnych produktów w schowku."
"Your search returned no results.","Brak wyników wyszukiwania."
"Your search returns no results.","Brak wyników wyszukiwania."
"Zip/Postal Code","Kod pocztowy"
